name,address1,cate_gories
Drunken Boss Karaoke/Event Lounge,3701 Wilshire Blvd,"Karaoke, Lounges"
Highland Park Bowl,5621 N Figueroa St,"Bowling, Pizza, Cocktail Bars"
Liquid Zoo,7214 Sepulveda Blvd,"Bars, Karaoke"
Beach Karaoke,8560 Beach Blvd,Karaoke
Bamboo Bistro Filipino Karaoke Bar & Restaurant,8516 Van Nuys Blvd,"Filipino, Buffets, Karaoke"
Xpress Night Club,4289 Beverly Blvd,Karaoke
Karaoke Guy,,"Party Equipment Rentals, Karaoke"
Muse Luxury Karaoke,21608 Norwalk Blvd,"Karaoke, Korean"
WOW,1125 E Broadway,Karaoke
Lotus Lounge,1135 N Vermont Ave,"Dive Bars, Lounges"
Quegori Norebang,2500 W 8th St,Karaoke
VR Station,1020 S Baldwin Ave,"Virtual Reality Centers, Sports Bars, Arcades"
Octave 18 Karaoke,7241 Orangethorpe Ave,Karaoke
Shatto 39 Lanes,3255 W 4th St,"Bowling, Bars, Arcades"
The Falls,626 S Spring St,"Lounges, Cocktail Bars"
Maxim Karaoke,15358 Beach Blvd,Karaoke
Music House,716 F Yarmouth Rd,Karaoke
San Pedro Fish Market and Restaurant,1190 Nagoya Way,"Seafood, Seafood Markets, Karaoke"
Chosun Galbee,3330 W Olympic Blvd,"Korean, Barbeque, Cocktail Bars"
Eagle's Nest Saloon,15150 Prairie Ave,"Dive Bars, Karaoke, Sports Bars"
bashi,100 Terranea Way,"Asian Fusion, Sushi Bars, Karaoke"
Los Amigos Bar & Grill,2825 W Olive Ave,"Mexican, Bars, American (Traditional)"
Same Ol' Saloon,9560 Firestone Blvd,"Sports Bars, Karaoke"
Dreams Cafe & Bar,5625 W Sunset Blvd,"American (Traditional), Lounges"
Sister Music Town Club,8560 Beach Blvd,Karaoke
Non Bei,2021 W Redondo Beach Blvd,"Sushi Bars, Bars"
Paoli's Pizzeria & Piano Bar,21020 Ventura Blvd,"Pizza, Italian, Karaoke"
Chibogs,1925 W Temple St,"Filipino, Karaoke"
Inn of the Seventh Ray,128 Old Topanga Canyon Rd,"American (New), Venues & Event Spaces"
Ysabel,945 N Fairfax Ave,"American (New), Cocktail Bars, Wine Bars"
The Velvet Lounge,9400 Culver Blvd,"Cocktail Bars, Lounges"
Soho House West Hollywood,9200 Sunset Blvd,"Middle Eastern, Cocktail Bars, Venues & Event Spaces"
1370 Rooftop ,14545 Friar St,"Venues & Event Spaces, Wedding Planning, Photographers"
Proabition Dtla,117 Winston St,"American (New), Lounges, Breakfast & Brunch"
Above SIXTY,9360 Wilshire Blvd,"Bars, American (New)"
Raise Lounge,3883 West Century Blvd,"Lounges, Cocktail Bars"
The Exhibition Room,1117 E Wardlow Rd,"Cocktail Bars, Piano Bars, Venues & Event Spaces"
The Classic Cat,8830 Sunset Blvd,"Venues & Event Spaces, Lounges, Mexican"
The Federal Bar,5303 Lankershim Blvd,"American (New), Venues & Event Spaces, Burgers"
Haus Lounge,14740 Beach Blvd,"Lounges, Korean, Tapas/Small Plates"
The Carrus House,21045 Superior St,Venues & Event Spaces
Nineteen 26 Bar & Lounge,549 South San Fernando Blvd,Lounges
Le Jardin,1430 N Cahuenga Blvd,"Lounges, Juice Bars & Smoothies, Cocktail Bars"
IV Lounge,12500 Firestone Blvd,"Venues & Event Spaces, Lounges"
The Famous Blu Bar,928 E Colorado Blvd,Lounges
La Casita,939 S Figueroa,"Lounges, Mediterranean, Cocktail Bars"
TheLab,12838 Weber Way,"Venues & Event Spaces, Audio/Visual Equipment Rental"
The SOL Venue,313 E Carson St,Venues & Event Spaces
Sinder Lounge,4100 Admiralty Way,"American (New), Lounges"
Arcave Room,3725 Foothill Blvd,"Arcades, Venues & Event Spaces, Indoor Playcentre"
The Wiltern,3790 Wilshire Blvd,"Music Venues, Venues & Event Spaces"
The Fonda Theatre,6126 Hollywood Blvd,Music Venues
The Roxy Theatre,9009 W Sunset Blvd,"Music Venues, Bars, Venues & Event Spaces"
Hollywood Palladium,6215 Sunset Blvd,Music Venues
Red Light Lounge,1253 Vine St,"Music Venues, Performing Arts"
El Rey Theatre,5515 Wilshire Blvd,"Music Venues, Venues & Event Spaces"
Flypoet Spoken Word & Music Showcase,226 South Market St,Performing Arts
Greek Theatre,2700 N Vermont Ave,"Performing Arts, Music Venues"
Kulak's Woodshed,5230 1/2 Laurel Canyon Blvd,"Music Venues, Music Production Services"
Lodge Room,104 N Ave 56,Music Venues
1720,1720 E 16th St,Music Venues
Cages,1926 E 7th Pl,Performing Arts
The Enchanted Manor,5235 Goodland Ave,"Venues & Event Spaces, Guest Houses, Vacation Rentals"
Wisdome LA,1147 Palmetto St,Art Galleries
The Regent,448 S Main St,Music Venues
The Moroccan Lounge,901 E 1st St,"Music Venues, Lounges"
The Teragram Ballroom,1234 W 7th St,"Performing Arts, Music Venues"
Tuesday Night Café Project,120 Judge John Aiso St,Music Venues
The Culver Hotel,9400 Culver Blvd,"Hotels, Venues & Event Spaces"
Old Town Music Hall,140 Richmond St,"Cinema, Music Venues"
Verdugo Bar,3408 Verdugo Rd,"Lounges, Music Venues"
Winston House,23 Windward Ave,"Music Venues, Cocktail Bars"
Sun Space,9683 Sunland Blvd,Music Venues
Kia Forum,3900 W Manchester Blvd,"Music Venues, Stadiums & Arenas"
McCabe's Guitar Shop,3101 Pico Blvd,"Musical Instruments & Teachers, Music Venues, Guitar Stores"
The BLVD,2631 Whittier Blvd,"Sports Bars, Music Venues"
The Theatre at Ace Hotel,929 S Broadway,"Performing Arts, Cinema, Music Venues"
iHeartRadio Theater,3000 W Alameda,"Music Venues, Party & Event Planning"
TRiP,2101 Lincoln Blvd,"Music Venues, Beer Bar, American (Traditional)"
The Wild Beast,24700 McBean Pkwy,Music Venues
Rio Brasil Samba,,"Performing Arts, Musicians"
Summer Concerts in Marina del Rey,13650 Mindanao Way,Music Venues
Globe Theatre,740 S Broadway,"Venues & Event Spaces, Music Venues"
Soap Plant Wacko,4633 Hollywood Blvd,"Toy Stores, Bookstores, Art Galleries"
The Paramount,2708 E Cesar E Chavez Ave,"Venues & Event Spaces, Music Venues, Bars"
Cal Phil's Festival On The Green At The Santa Anita Park,285 W Huntington Dr,Performing Arts
Vitello's Restaurant,4349 Tujunga Ave,"Italian, Wine Bars, Breakfast & Brunch"
The Electric Lodge,1416 Electric Ave,"Performing Arts, Venues & Event Spaces, Dance Studios"
Stars on Brand,417 N Brand Blvd,"Venues & Event Spaces, Musicians, Party & Event Planning"
The Hit Joint,2380 Glendale Blvd,"Recording & Rehearsal Studios, Music Venues"
Starlight Bowl,1249 Lockheed View Dr,"Stadiums & Arenas, Music Venues"
Bardot,1737 N Vine St,Lounges
On The Rox,9009 W Sunset Blvd,"Bars, Music Venues"
The Harp,3760 Wilshire Blvd,Bars
Venice Musicfest,1500-1598 Ocean Front Walk,"Festivals, Music Venues"
Garden Concert Series,,Music Venues
Aurora Theater,4412 East Village Rd,"Venues & Event Spaces, Performing Arts, Party & Event Planning"
Bar Thirteen,448 S Hill St,Venues & Event Spaces
The Escondite,410 Boyd St,"American (Traditional), Cocktail Bars, Beer Bar"
Ham & Eggs,433 W 8th St,"Bars, Music Venues"
Fully Fullwood's Live Reggae Jam,,Music Venues
Start Los Angeles,2272 Venice Blvd,"Venues & Event Spaces, Cultural Center"
Santa Fe Springs Swap Meet,13963 Alondra Blvd,"Music Venues, Flea Markets, Food Stands"
Tarantina,1130 Sunset Blvd,"Cabaret, Performing Arts, Nightlife"
Tu Madre- Santa Monica,606 Broadway,"Tacos, Cocktail Bars"
Hollywood Park Casino,3883 W Century Blvd,"Casinos, Cocktail Bars"
Room Number 13,6633 Hollywood Blvd,"Cocktail Bars, Italian"
Melrose Rooftop Theatre,603 N La Cienega Blvd,"Outdoor Movies, Cocktail Bars, American (New)"
Dear Jane's,13950 Panay Way,"Seafood, Cocktail Bars"
The Club Bar at The Peninsula Beverly Hills,9882 S Santa Monica Blvd,Bars
Gratuity,714 W Olympic Blvd,"Bars, Music Venues, DJs"
The Catnip Club,1627 N Gower St,Dance Clubs
Hera Bar,3875 Wilshire Blvd,Bars
XO Night Club,14160 Beach Blvd,"Lounges, Sports Bars"
Bottoms Up Bar and Grill,8595 Katella Ave,Sports Bars
Piano Lounge Courage,15470 S Western Ave,Piano Bars
Beach Boulevard Club,7600 Beach Blvd,"Piano Bars, Lounges"
Cicada Restaurant and Lounge,617 S Olive St,"Italian, Venues & Event Spaces, Music Venues"
2 Grand Entertainment,,Musicians
Augustine Wine Bar,13456 Ventura Blvd,Wine Bars
Bunker Hill Rock 'N Pizza,24201 Valencia Blvd,"Sports Bars, Pizza, American (Traditional)"
Noe Restaurant and Bar,251 S Olive St,"Bars, French, Music Venues"
The Beverly Hills Hotel,9641 Sunset Blvd,"Hotels, Venues & Event Spaces"
Primo Italia,24590 Hawthorne Blvd,"Italian, Pizza, Seafood"
Colombo's Italian Steakhouse ,1833 Colorado Blvd,"Italian, Breakfast & Brunch, Pizza"
Urban Press Winery & Restaurant,316 N San Fernando,"Wine Tasting Room, Italian, Breakfast & Brunch"
Isla Cuban-Latín Kitchen & Rum Bar,30 Centerpointe Dr,"Cuban, Latin American, Cocktail Bars"
El Palmar Piano Bar,5143 Gage Ave,Bars
Stoney Point Restaurant,1460 W Colorado Blvd,Italian
The Killer Dueling Pianos,31342 Eucalyptus Ct,"Musicians, DJs, Wedding Planning"
Jeremy Weinglass - Pianist,,Musicians
Shady Brady's,4271 E Live Oak Ave,Bars
Carmine's,10463 Santa Monica Blvd,"Italian, Wine Bars"
Bourbon Steak Los Angeles,237 S Brand Blvd,"Steakhouses, Wine Bars, Cocktail Bars"
Clearman's North Woods Inn - La Mirada,14305 Firestone Blvd,"Steakhouses, Bars, American (Traditional)"
Miceli's,3655 Cahuenga Blvd W,"Italian, Pizza"
Sakana sushi,2383 Foothill Blvd,"Japanese, Sushi Bars, Wine Bars"
Blvd. Cocktails,8410 E Alondra Blvd,"Cocktail Bars, Karaoke"
Madeline Garden Bistro & Venue,1030 E Green St,"French, Tea Rooms, Venues & Event Spaces"
Parkway Grill,510 S Arroyo Pkwy,"American (New), Seafood, Cocktail Bars"
Hotel Casa Del Mar,1910 Ocean Way,"Hotels, Venues & Event Spaces"
Gaetano's Restaurant,2731 Pacific Coast Hwy,Italian
Windows Lounge,Four Seasons Hotel Los Angeles At Beverly Hills,Lounges
LAVO Ristorante,9201 Sunset Blvd,Italian
Parkers' Lighthouse,435 Shoreline Village Dr,"Seafood, Bars, American (Traditional)"
Norah,8279 Santa Monica Blvd,"American (New), Venues & Event Spaces, Breakfast & Brunch"
Larsen's Steakhouse,6256 Topanga Canyon Blvd,"Steakhouses, Seafood, Bars"
Barone's,13726 Oxnard St,"Italian, Pizza"
Aquarium of the Pacific,100 Aquarium Way,"Aquariums, Venues & Event Spaces, Community Service/Non-Profit"
Star BBQ,8295 Garden Grove Blvd,"Korean, Barbeque, Cocktail Bars"
Millennium Biltmore Hotel Los Angeles,506 S Grand Ave,"Hotels, Venues & Event Spaces"
Captain Jack's,16812 Pacific Coast Hwy,"Seafood, Steakhouses, Cocktail Bars"
The Prospector,2400 E 7th St,"Bars, Music Venues, American (Traditional)"
Ocdamia Music Group,278 N Wilshire Ave,"Performing Arts, Musicians, Music Production Services"
Crowne Plaza Los Angeles Harbor Hotel,601 S Palos Verdes St,"Hotels, Venues & Event Spaces"
La Barca Restaurantes,8649 Firestone Blvd,"Mexican, Cocktail Bars, Breakfast & Brunch"
Clearman's North Woods Inn - San Gabriel,7247 Rosemead Blvd,"Steakhouses, American (Traditional), Cocktail Bars"
La Traviata,301 N Cedar Ave,"Italian, Venues & Event Spaces, Cocktail Bars"
Sheraton Gateway Los Angeles Hotel,6101 West Century Blvd,"Hotels, Venues & Event Spaces"
Gardenia Restaurant and Lounge,7066 Santa Monica Blvd,"American (Traditional), Seafood, Cocktail Bars"
Homegrown Recording,4239 W 58th Pl,"Musicians, Recording & Rehearsal Studios, Music Production Services"
Dj Oz Productions,,"DJs, Wedding Planning, Musicians"
The Blvd,9500 Wilshire Blvd,"American (New), Cocktail Bars, Wine Bars"
Unwind,19100 Ventura Blvd,"Wine Bars, Tapas/Small Plates, Spanish"
Alissa's Ocean View Bar & Grill,3826 Ocean View Blvd,"American (Traditional), Bars, Breakfast & Brunch"
Omni Los Angeles Hotel at California Plaza,251 S Olive St,"Hotels, Venues & Event Spaces"
Los Angeles Athletic Club Hotel,431 W 7th St,"Hotels, American (Traditional), Venues & Event Spaces"
The Queen Mary,1126 Queens Hwy,"Hotels, Venues & Event Spaces"
Salvatore Italian Restaurant,125 N 6th St,"Pizza, Italian"
Los Balcones,1360 Vine St,"Peruvian, Cocktail Bars"
Willmore Wine Bar,3848 Atlantic Ave,"Wine Bars, Sandwiches"
Arroyo Chop House,536 S Arroyo Pkwy,"Steakhouses, Seafood, Cocktail Bars"
Ohana Kitchen and Cocktails,16821 Pacific Coast Hwy,"Sports Bars, American (New), Hawaiian"
Michelangelo Ristorante,2742 Rowena Ave,"Italian, Pizza, Breakfast & Brunch"
Geragos Hall,2215 E Colorado Blvd,"Venues & Event Spaces, Wedding Planning"
Eddie V's Prime Seafood,2101 Rosecrans Ave,"Seafood, Steakhouses, Lounges"
Rex Perry Music Artist,,"Musicians, Performing Arts"
Marc Bosserman Pianist & Vocalist,,"Musicians, Music Production Services"
Marina City Club,4333 Admiralty Way,"Venues & Event Spaces, Sports Clubs, Social Clubs"
Miceli's Italian - Hollywood,1646 N Las Palmas Ave,"Italian, Bars, Pizza"
Utopia Good Food & Fine Art,445 E 1st St,"Wine Bars, Italian"
Pickwick Gardens,1001 W Riverside Dr,"Venues & Event Spaces, Parks"
Engine Co No 28,644 S Figueroa St,"American (Traditional), Wine Bars"
University Club by Wedgewood Weddings,801 E Peltason Dr,"Venues & Event Spaces, Wedding Planning"
Vittorio's Italian Restaurant,5921 Warner Ave,"Italian, Pizza"
Sir Winston's Restaurant and Lounge,1126 Queens Hwy,"Lounges, Steakhouses, Seafood"
Elbow Room,1634 N Cahuenga Blvd,"Pizza, Sports Bars"
Mastro's Ocean Club,1200 S Figueroa St,"Steakhouses, Seafood, Lounges"
Cinemark At The Pike and XD,99 South Pine Ave,"Cinema, Venues & Event Spaces"
Wolfgang Puck at Hotel Bel-Air,701 Stone Canyon Rd,"American (New), Breakfast & Brunch, Cocktail Bars"
Hyatt Regency Long Beach,200 South Pine Ave,"Hotels, Venues & Event Spaces"
Knott's Berry Farm,8039 Beach Blvd,"Amusement Parks, Venues & Event Spaces"
Link N Hops,3111 Glendale Blvd,"Beer Bar, Sports Bars, Wineries"
Avenue Italy,31243 Palos Verdes Dr,"Italian, Pizza, Desserts"
Señor Fish,1701 W Sunset Blvd,"Mexican, Seafood, Bars"
Wood & Water,13359 Ventura Blvd,"American (New), Seafood, Cocktail Bars"
Hotel Indigo Los Angeles Downtown,899 Francisco St,"Hotels, Venues & Event Spaces"
Hamid Pasha,,Musicians
L.A. Banquets - The Landmark,10635 Woodman Ave,"Venues & Event Spaces, Caterers"
Hilton Los Angeles/Universal City,555 Universal Hollywood Dr,"Hotels, Venues & Event Spaces"
Friendly Hills Country Club,8500 S Villaverde Dr,"Golf, Venues & Event Spaces, Country Clubs"
Fleming’s Prime Steakhouse & Wine Bar,6373 Topanga Canyon Blvd,"Steakhouses, Wine Bars"
Westside School of Ballet,1709 Stewart St,"Performing Arts, Dance Schools, Dance Studios"
Los Angeles Athletic Club,431 W 7th St,"Gyms, Beer, Wine & Spirits, Bars, American (Traditional)"
Locala,1256 W 7th St,"American (New), Breakfast & Brunch, Cocktail Bars"
Carondelet House,627 S Carondelet St,Venues & Event Spaces
Wallis Annenberg Center for the Performing Arts,9390 N Santa Monica Blvd,Performing Arts
Young Dong Billiards,555 S Western Ave,Pool Halls
Blatt Billiards - Los Angeles,14925 Ventura Blvd,Pool & Billiards
Green Room Billiards,3458 N San Fernando Rd,"Sports Bars, Pool Halls"
Seoul Billiard,1851 W Redondo Beach Blvd,Pool Halls
Pocket,111 N Atlantic Blvd,Pool Halls
First Street Pool & Billiard Parlor,1906 E 1st St,Pool Halls
House of Billiards,14662 Ventura Blvd,"Pool Halls, Sports Bars, Beer Bar"
Mr Lucky's Billiards,21020 Hawthorne Blvd,"Pool Halls, Pubs"
Piccadilly Billiards,3324 W 6th St,Pool Halls
Young Billiards,132 S Vermont Ave,Pool Halls
Sportsman's Family Billiards & Restaurant,3617 Crenshaw Blvd,Pool Halls
The Cue Ball,934 E Main St,Pool Halls
Barneys Beanery,99 E Colorado Blvd,"Pool Halls, Comfort Food, Sandwiches"
Q's Billiard Club,11835 Wilshire Blvd,"Pool Halls, Sports Bars, American (New)"
KBC Champion Billiards,10423 Valley Bvld,Pool Halls
Million Dollar Billiards,12135 Victory Blvd,Pool Halls
Fantasia Billiards,133 N San Fernando Blvd,"Pool Halls, American (Traditional), Sports Bars"
Q Billiard,2500 West 8th St,Pool Halls
Plush Pocket,16950 Parthenia St,Pool Halls
The 626 Bar - Billiards,9444 Garvey Ave,"Sports Bars, Beer Bar, Cocktail Bars"
BA Billiards,4843 Laurel Canyon Blvd,Pool & Billiards
Ok Billiards,3959 Wilshire Blvd,Pool Halls
Billiards & Barstools Of South Bay,15700 Hawthorne Blvd,"Sporting Goods, Pool & Billiards"
Shooters Bar & Billiards,24450 Lyons Ave,"Pool Halls, Sports Bars"
Lucky 8 Ball Billiard,13325 Victory Blvd,Pool Halls
Gardena Bowl,15707 S Vermont Ave,"Pool Halls, Bowling, Hawaiian"
Embassy Billiards Club,220 S San Gabriel Blvd,Pool Halls
The Cue Ball,934 E Main St,"Bars, Mexican"
Jerry's Family Billiards,1312 N Lake Ave,"Pool Halls, Dive Bars"
Crown City Billiards Academy,254 North Lake Ave,Pool Halls
Eighth & Rail,22505 8th St,Pubs
Good Times Family Billiards,4125 Paramount Blvd,Pool Halls
Alteno Sports Bar,8554 Washington Blvd,"Pool Halls, Sports Bars"
Cal Cafe & Billares,5128 Whittier Blvd,Pool Halls
Champs Sports Pub,4103 W Burbank Blvd,"Sports Bars, American (Traditional)"
Aloha Family Billiards,7311 Orangethorpe Ave,"Pool Halls, Beer Bar"
Tony's Bar,4310 W Pico Blvd,Nightlife
Banks Billiards,11459 Imperial Hwy,Pool Halls
Lakewood Rocks Sports Bar,5449 South St,Sports Bars
Hustler Casino,1000 W Redondo Beach Blvd,"Casinos, Lounges"
Pickwick Bowl,921 Riverside Dr,"Bowling, Venues & Event Spaces, Lounges"
Playa Azul,13213 Van Nuys Blvd,Pool Halls
Mr Furley's Bar,8445 W 3rd St,"Pizza, Cocktail Bars, Sports Bars"
Gladi8or Pizza & Billiards,5128 Whittier Blvd,"Pizza, Beer Bar, Pool Halls"
The Spike,7746 Santa Monica Blvd,Nightlife
Jimenez Arcade,2128 W 7th St,"Arcades, Pool Halls"
Summer's Sports Bar,3770 Highland Ave,"Sports Bars, American (New), Burgers"
The Bee Hive,6431 Edinger Ave,"Sports Bars, Pool Halls"
So Cal Pool Tables,2848 S Harcourt Ave,Pool & Billiards
EZ Billiards,20613 Soledad Canyon Rd,Pool & Billiards
Blondie's,2259 N Lakewood Blvd,Dive Bars
Joe Jost's,2803 E Anaheim St,"Bars, Sandwiches"
Rigo's Place Bar,12809 S Normandie Ave,"Pubs, Pool Halls"
West Coast Billiards,,Pool & Billiards
The Garage on Motor Ave,3387 Motor Ave,"American (New), Burgers, Sports Bars"
Orange County Billiards,6186 Garden Grove Blvd,Pool & Billiards
Cali's Cocktails,4360 Lincoln Ave,Cocktail Bars
Campus Billiards & Sports Bar,9111 Valley View St,"Pool Halls, Sports Bars"
Hollywood Billiards,,"Pool & Billiards, Movers"
Jalapeño Pete's,11618 Ventura Blvd,"Sports Bars, Gastropubs, Tacos"
International Billiards,6328 Westminster Blvd,"Pool Halls, Beer Bar, Cocktail Bars"
Silver Dollar Saloon,10729 Lower Azusa Rd,"Dive Bars, Sports Bars, Pool Halls"
Gem City Grill,115 E Olive Ave,Bars
The Castle Sports Bar and Grill,2401 N Sepulveda Blvd,"Sports Bars, American (Traditional)"
El Boulevar Sports Bar,4537 Whittier Blvd,Sports Bars
AV Billiards,,Pool & Billiards
Rack and Cue Billiards,7520 Katella Ave,"Pool Halls, Sports Bars"
Red Dog Saloon,1946 E Del Amo Blvd,"Dive Bars, Pool Halls"
Paul's Tavern,15425 Chatsworth St,Dive Bars
Dave & Buster's,6081 Center Dr,"Bars, Arcades, American (Traditional)"
The POST Parlour,18340 Soledad Canyon Rd,"Dive Bars, Pubs, Pool Halls"
The Sportsman,11133 Los Alamitos Blvd,"Sports Bars, Dive Bars"
Seoul Night by Chef Kang,3377 Wilshire Blvd,"Gastropubs, Korean"
The Proper Restaurant and Bar,464 Foothill Blvd,"Cocktail Bars, American (New), Gastropubs"
Misoolkwan OC,6982 Beach Blvd,"Korean, Pubs"
Joo Pocha BBQ,4163 W 3rd St,"Korean, Barbeque, Gastropubs"
La Ddong Ggo,528 S Western Ave,"Korean, Asian Fusion, Gastropubs"
Jail Joa,2500 W 8th St,"Gastropubs, Korean, Asian Fusion"
Dark Horse Tavern,5507 Reseda Blvd,"American (New), Gastropubs, Pubs"
Bacari GDL,757 Americana Way,"Wine Bars, Italian"
Hudson House,514 N Pacific Coast Hwy,"Gastropubs, American (New), Cocktail Bars"
Little Beast Restaurant,1496 Colorado Blvd,"American (New), Tapas/Small Plates, Wine Bars"
Birds,5925 Franklin Ave,"American (New), Bars, Breakfast & Brunch"
Zinqué,8684 Melrose,"French, Wine Bars, Breakfast & Brunch"
Yorkshire Square Brewery,1109 Van Ness Ave,Brewpubs
Gulp,13020 Pacific Promenade,"American (New), Burgers, Sports Bars"
The Fat Dog,11050 Magnolia Blvd,Gastropubs
GRANVILLE,121 N San Fernando Blvd,"American (New), Cocktail Bars"
Berkshire House,143 N La Brea Ave,"Pizza, Sports Bars, Cocktail Bars"
Kitchen Sooda,618 S Serrano Ave,"Seafood, Asian Fusion, Gastropubs"
The West End: Craft Bar and Neighborhood Kitchen,2116-B Westwood Blvd,"Tapas/Small Plates, American (New), Gastropubs"
Secret Garden Loft,,Venues & Event Spaces
The Speakeasy Tavern,800 S Pacific Coast Hwy,"American (Traditional), Sports Bars, Wine Bars"
Joliet Restaurant and Bar,12751 Millennium Dr,"Cafes, Bars"
Fox and Farrow,1332 Hermosa Ave,"American (New), Lounges, Gastropubs"
SmogShoppe,2651 S La Cienega Blvd,Venues & Event Spaces
The Murder Mystery Company,1431 Buena Vista St,"Performing Arts, Dinner Theater"
Rokka,6746 Greenleaf Ave,Whiskey Bars
Secret Island,209 Pine Ave,"Polynesian, Tiki Bars"
The Mountain Mermaid,20421 Callon Dr,"Venues & Event Spaces, Bed & Breakfast"
The Blind Donkey,149 Linden Ave,Whiskey Bars
The Airliner,2419 N Broadway,Bars
The Victorian,2640 Main St,"Venues & Event Spaces, Breakfast & Brunch, Mediterranean"
Chained Rabbit Craft Pub,924 S San Fernando Blvd,"Beer Bar, Cocktail Bars, American (Traditional)"
V Wine Room,903 Westbourne Dr,Wine Bars
The Manchester,8522 Lincoln Blvd,"Cocktail Bars, American (New)"
V Los Angeles,515 W 7th St,"Cocktail Bars, Pizza, Lounges"
Conservatory,8289 Santa Monica Blvd,"American (New), Breakfast & Brunch, Cocktail Bars"
Openaire,3515 Wilshire Blvd,"American (New), Breakfast & Brunch"
Castaway Restaurant & Events,1250 E Harvard Rd,"Bars, American (New), Venues & Event Spaces"
Velvet Circus,3500 Anaheim St,"Performing Arts, Party & Event Planning"
Elinor,250 N Tribune Ct,Bars
Wasp In a Wig,465 S La Cienega Blvd,"Lounges, Tapas/Small Plates"
Conference Room,12181 Bluff Creek Dr,"Gastropubs, American (New)"
Scopa Italian Roots,2905 Washington Blvd,"Italian, Wine Bars, Cocktail Bars"
The Chestnut Club,1348 14th St,"Cocktail Bars, Whiskey Bars, Italian"
The Spare Room,7000 Hollywood Blvd,Bars
American Legion Post 43,2035 N Highland Ave,"Community Service/Non-Profit, Cinema, Venues & Event Spaces"
Secret Movie Club,1917 Bay St,"Cinema, Performing Arts"
The Attic,3441 E Broadway,"Breakfast & Brunch, Southern, American (New)"
Buvette,15005 Ventura Blvd,Wine Bars
Scratch Bar & Kitchen,16101 Ventura Blvd,American (New)
Hinoki & The Bird,10 W Century Dr,"Asian Fusion, American (New)"
The Hawk,468 W Anaheim St,Bars
Best Ball,6331 Woodley Ave,"Sports Bars, Breakfast & Brunch, Venues & Event Spaces"
Junkyard Dog,4330 W Sunset Blvd,"Breakfast & Brunch, Vegan, American (New)"
Twozone Chicken,3516 W 8th St,"Chicken Shop, Chicken Wings, Korean"
Ronnie's Kitchen & Cocktails,5936 Sunset Blvd,"American (New), Cocktail Bars, Sports Bars"
NBC Sports Grill & Brew,100 Universal City Plz,Sports Bars
Toms Watch Bar - Los Angeles,1011 S Figueroa St,"Sports Bars, American (Traditional), Cocktail Bars"
Craft by Smoke & Fire,30 W Green St,"Barbeque, American (New)"
3 And Out,244 S Market St,Sports Bars
The Nile Bar,207 S Market St,"Sports Bars, American (Traditional)"
Novacane Sports Bar & Grill,5812 S Santa Fe Ave,"Sports Bars, Mexican, Cocktail Bars"
Hot Motha Clucker,1708 N Las Palmas,"Bars, American (Traditional), Sandwiches"
JOEY DTLA,700 W 7th St,American (New)
Black Angus Steakhouse,235 South Ikea Way,"Steakhouses, American (Traditional), Seafood"
Korea Town Pizza Company,3900 Wilshire Blvd,"Pizza, Bars, Burgers"
The Overlook Bar and Kitchen,3715 Evans St W,"Sports Bars, Cocktail Bars, Sandwiches"
Eureka!,12101 Crenshaw Blvd,American (Traditional)
Jay's Bar,4321 Sunset Blvd,"Bars, Gastropubs, American (New)"
Louders,3470 W 6th St,"Chicken Wings, Cajun/Creole, Asian Fusion"
The Crow's Nest Sports Grille,7279 Foothill Blvd,"Sports Bars, American (Traditional), Breakfast & Brunch"
Yard House,100 E Palm Ave,"Bars, Vegetarian, American (New)"
The 513,11100 Magnolia Blvd,Sports Bars
Justin Queso's Tex-Mex Restaurant & Bar,8917 W Sunset Blvd,"Mexican, Tex-Mex, Bars"
Father’s Office,905 E 2nd St,Gastropubs
Hite Kwang-Jang,3121 W Olympic Blvd,"Bars, Korean, Chicken Wings"
Copper Mine,21733 Ventura Blvd,"Pizza, Whiskey Bars, Sports Bars"
TMR,900 W Olympic Blvd,Sports Bars
Thunderbird,12217 Wilshire Blvd,"Sports Bars, Cocktail Bars, Mexican"
Barney's Beanery,250 N 1st St,"Breakfast & Brunch, Gastropubs, Sandwiches"
BrewZ Sports Cafe & Grill,7921 Canoga Ave,"Sports Bars, Cafes, American (Traditional)"
The York,5018 York Blvd,"Bars, Breakfast & Brunch, Gastropubs"
Philippe the Original,1001 N Alameda St,"Sandwiches, Breakfast & Brunch, American (Traditional)"
Yard House,13455 Maxella Ave,"American (New), Vegetarian, Bars"
Stout Burgers & Beers,111 N Santa Monica Blvd,"Burgers, Gastropubs, American (Traditional)"
Cantina Frida,252 N Beverly Dr,"New Mexican Cuisine, Diners, Cocktail Bars"
Champ City Bar & Lounge,10612 Prairie Ave,"Lounges, Sports Bars"
Impact Sports Bar and Grill,1111 S Figueroa St,"Sports Bars, American (Traditional)"
The Belmont,747 N La Cienega Blvd,"American (Traditional), American (New), Pubs"
Craig's,8826 Melrose Ave,"American (New), Cocktail Bars, Breakfast & Brunch"
The Wood Urban Kitchen & Sports Lounge,129 N Market St,"Barbeque, Sports Bars, Chicken Wings"
Javier's Century City,10250 Santa Monica Blvd,"Mexican, Bars"
77 Kentucky,698 S Vermont Ave,"Chicken Wings, Chicken Shop, Korean"
Jumbo's Clown Room,5153 Hollywood Blvd,"Dive Bars, Strip Clubs"
